src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.70.22,8.8.8.8,38790,443,6,2023-05-06 19:56:43,48696.75636291504,2710.652820821644,41.07049728517643,20.535248642588215,20.535248642588215,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.70.22,74.125.24.188,53856,5228,6,2023-05-06 19:56:43,101513.86260986328,1300.3150171450045,19.70174268401522,9.85087134200761,9.85087134200761,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.70.22,8.8.8.8,38794,443,6,2023-05-06 19:56:43,48614.9787902832,2715.212539111159,41.13958392592665,20.569791962963325,20.569791962963325,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.70.22,8.8.4.4,57932,443,6,2023-05-06 19:56:43,48595.66688537598,2716.2915638415307,41.15593278547774,20.57796639273887,20.57796639273887,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.69.65,224.0.0.251,5353,5353,17,2023-05-06 19:56:44,2052558.422088623,265.0350870142062,1.9487874045162221,1.9487874045162221,0.0,4,0,544,0,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,136,136,136.0,0.0,0.0,32,0,8,4,684186.1385264079,1028177.7151153565,1.4235382080078125,483794.13679841376,2052558.422088623,1028177.7381896973,1.430511474609375,684186.1406962076,483794.13346286287,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,136.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0,4,0,544,0
192.168.69.215,224.0.0.252,56161,5355,17,2023-05-06 19:56:44,410857.4390411377,355.35440307649276,4.867868535294422,4.867868535294422,0.0,2,0,146,0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,73,73,73.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,73.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0,2,0,146,0
192.168.70.22,142.250.76.35,46796,443,6,2023-05-06 19:56:45,287762.6419067383,11822.243420681976,107.72767373343363,34.75086249465601,72.97681123877763,10,21,1159,2243,188.0,66.0,115.9,39.449841571291515,162.0,66.0,106.80952380952381,31.3697140075599,188,66,109.74193548387096,34.448622559601745,1186.7075962539022,200,420,20,7,9577.038686014812,108546.73734741211,-68.14192199707031,23203.005781687432,271143.91326904297,127241.37306213379,44.82269287109375,30127.10147433811,42202.12154612447,198035.24017333984,108546.73385620117,0.95367431640625,9901.762008666992,24306.030691197986,0,0,0,0,1,0,0,0,0,0,0,2.1,109.74193548387096,501,274,105048.89488220215,1655.1017761230469,43195.438385009766,40220.68548968551,98605.63278198242,6525.278091430664,36719.00431315104,34820.08816335445,0.0,0.0,428.5,7.5,0.0,22359.533018163722,115.9,106.80952380952381,0,10,21,1159,2243
192.168.70.69,192.168.71.255,137,137,17,2023-05-06 19:56:46,5733423.233032227,326.5065082261437,3.139485656020612,3.139485656020612,0.0,18,0,1872,0,110.0,92.0,104.0,8.48528137423857,0.0,0.0,0.0,0.0,110,92,104.0,8.48528137423857,72.0,144,0,8,18,337260.18305735866,2048269.8757476807,0.9294219970703125,572029.6470392273,5733423.233032227,2048269.9871063232,0.95367431640625,337260.19017836626,572029.6610864146,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,104.0,0,0,2048269.0334320068,159.74044799804688,858208.6086273193,762958.1872059965,1433975.9349822998,96234.79843139648,715309.6880231585,487203.4226485384,372.0,6.0,0.0,0.0,495.1280732209038,0.0,104.0,0.0,0,18,0,1872,0
192.168.70.69,224.0.0.251,5353,5353,17,2023-05-06 19:56:46,5221404.552459717,1263.453144401972,2.298232186270072,2.298232186270072,0.0,12,0,6597,0,1491.0,159.0,549.75,485.67583925220464,0.0,0.0,0.0,0.0,1491,159,549.75,485.67583925220464,235881.02083333334,96,0,8,12,474673.149551669,2553359.698193359,1282.2086944580078,723730.8312286129,5221404.552459717,2553359.7469329834,1282.2151184082031,474673.14113270154,723730.8617367292,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,549.75,0,0,1121030.0922393799,6053.686141967773,443766.2760416667,485682.8107960565,2547463.4170532227,101043.2243347168,647443.0958429972,867225.7621925009,4048.0,9.0,0.0,0.0,2636.7521171924163,0.0,549.75,0.0,0,12,0,6597,0
0.0.0.0,255.255.255.255,68,67,17,2023-05-06 19:56:46,112023635.14900208,63.2188019124738,0.1785337529298893,0.1785337529298893,0.0,20,0,7082,0,366.0,340.0,354.1,10.069260151570223,0.0,0.0,0.0,0.0,366,340,354.1,10.069260151570223,101.38999999999999,160,0,8,20,5895980.800001445,19660780.226519775,409594.07803649904,7106028.145419096,112023635.14900208,19660780.19142151,409594.0589904785,5895980.797315898,7106028.130783925,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,354.1,0,0,18431247.71118164,1433762.0735168457,5154295.603434245,6167878.887270462,14335682.86895752,409058.0940246582,3515790.4823621116,4254793.75511132,1284.0,4.0,0.0,0.0,660.2048443503828,0.0,354.1,0.0,0,20,0,7082,0
192.168.68.1,255.255.255.255,67,68,17,2023-05-06 19:56:46,112023872.37548828,64.11133491196362,0.18746004360223284,0.18746004360223284,0.0,21,0,7182,0,342.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,342,342,342.0,0.0,0.0,168,0,8,21,5601193.627936554,19455382.07034607,103495.56818542481,6415186.886731799,112023872.37548828,19455382.108688354,103495.59783935547,5601193.618774414,6415186.886473964,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,342.0,0,0,19351886.510849,817751.1692047119,5068473.5377629595,6591756.641368199,10442956.447601318,512097.1202850342,3174185.5511298547,2770137.26524165,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0,21,0,7182,0
192.168.69.137,224.0.0.251,5353,5353,17,2023-05-06 19:56:46,94921486.13929749,214.5984099965205,0.44247094844643403,0.44247094844643403,0.0,42,0,20370,0,1118.0,87.0,485.0,345.21008096520006,0.0,0.0,0.0,0.0,1118,87,485.0,345.21008096520006,119170.0,336,0,8,42,2315158.188582704,15154710.324374389,622.0368499755859,3462433.8179522683,94921486.13929749,15154710.292816162,622.0340728759766,2315158.198519451,3462433.811093988,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,485.0,0,0,11878058.910369873,360.0120544433594,2615101.5758514404,3458358.928057342,12184817.31414795,6568.431854248047,2364401.4752429463,2826951.243977518,2312.3333333333335,6.0,0.0,0.0,1934.625086339031,0.0,485.0,0.0,0,42,0,20370,0
192.168.70.69,255.255.255.255,17500,17500,17,2023-05-06 19:56:46,0.0,0,0,0,0,1,0,187,0,187.0,187.0,187.0,0.0,0.0,0.0,0.0,0.0,187,187,187.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,187.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0,1,0,187,0
192.168.70.69,192.168.71.255,17500,17500,17,2023-05-06 19:56:46,0.0,0,0,0,0,1,0,187,0,187.0,187.0,187.0,0.0,0.0,0.0,0.0,0.0,187,187,187.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,187.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0,1,0,187,0
192.168.70.22,224.0.0.251,5353,5353,17,2023-05-06 19:56:46,0.0,0,0,0,0,1,0,171,0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,171,171,171.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,171.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0,1,0,171,0
192.168.70.175,224.0.0.251,5353,5353,17,2023-05-06 19:56:46,61233843.3265686,156.38410852197958,0.13064670720299046,0.13064670720299046,0.0,8,0,9576,0,1487.0,592.0,1197.0,359.3139295936076,0.0,0.0,0.0,0.0,1487,592,1197.0,359.3139295936076,129106.5,64,0,8,8,8747691.897778321,34098259.87657471,548.8501007080079,13843156.45744783,61233843.3265686,34098259.925842285,548.8395690917969,8747691.903795514,13843156.484545734,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1197.0,0,0,34097711.08627319,202441.45393371582,17150076.270103455,16947634.81616974,33895694.25582886,201276.06391906738,15256691.15781784,15266106.773389693,5471.0,4.0,0.0,0.0,13422.922985760506,0.0,1197.0,0.0,0,8,0,9576,0
192.168.70.122,192.168.71.255,138,138,17,2023-05-06 19:56:47,57135914.32571411,41.585052554776,0.19252339145729627,0.19252339145729627,0.0,11,0,2376,0,216.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,216,216,216.0,0.0,0.0,88,0,8,11,5713591.446055603,23346761.485089112,1533489.7506988526,6312638.277429216,57135914.32571411,23346761.46507263,1533489.70413208,5713591.432571411,6312638.268887902,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,216.0,0,0,20581513.64326477,7782496.690750122,14182005.167007446,6399508.476257324,18431401.49116516,102607.72705078125,3763097.9120731354,5643830.461368823,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0,11,0,2376,0
192.168.70.22,8.8.8.8,42445,443,17,2023-05-06 19:56:47,264303.20739746094,43064.17660260805,109.7224671828882,56.75300026701113,52.96946691587706,15,14,4129,7253,1292.0,72.0,275.26666666666665,404.23202358161694,1292.0,64.0,518.0714285714286,478.95354148180087,1292,64,392.48275862068965,458.2392554332029,209983.2152199762,120,112,8,15,9439.390402875628,106377.34208374024,0.9364776611328125,22881.287650033173,251351.83334350586,106746.43516540527,97.99003601074219,17953.70238167899,30725.040459240547,156696.08116149902,89504.00352478027,0.95367431640625,12053.544704730693,23202.91274168112,0,0,0,0,1,0,0,0,0,0,0,0.9333333333333333,392.48275862068965,0,0,106008.29124450684,216.7224884033203,32761.84626988002,36200.29004210751,106160.64071655273,7781.982421875,30231.356620788574,34144.012766907596,1794.0,4.0,2230.0,4.0,1458817.6378441257,623553194.6666666,275.26666666666665,518.0714285714286,0,15,14,4129,7253
192.168.70.22,216.58.196.174,48709,443,17,2023-05-06 19:56:48,247475.62408447266,66176.21456895456,117.18325838063639,64.65283221000628,52.5304261706301,16,13,11666,4711,1292.0,73.0,729.125,581.7160900086915,1292.0,63.0,362.38461538461536,446.7994797981853,1292,63,564.7241379310345,556.2858293180934,309453.9239001189,128,104,8,16,8838.412282344274,99977.69803771973,0.90858154296875,21434.30035632581,247475.62408447266,107985.25810241699,26.702880859375,16498.374938964844,29088.695662017715,141486.88316345215,81177.7114868164,0.95367431640625,11790.573596954346,23539.911062134586,0,0,0,0,1,0,0,0,0,0,0,0.8125,564.7241379310345,0,0,99947.92938232422,12561.321258544922,49793.00498962402,36827.18589795112,94469.30885314941,5508.4228515625,33057.76913960775,29422.25854579504,9535.0,10.0,1848.5,4.5,8485611.84807978,523986.81742303923,729.125,362.38461538461536,0,16,13,11666,4711
192.168.69.216,224.0.0.251,5353,5353,17,2023-05-06 19:56:48,63380461.45439148,59.56094217957827,0.07888866513851427,0.07888866513851427,0.0,5,0,3775,0,755.0,755.0,755.0,0.0,0.0,0.0,0.0,0.0,755,755,755.0,0.0,0.0,40,0,8,5,15845115.361087035,36350411.68945923,1532816.1359405518,12806934.583116174,63380461.45439148,36350411.65351868,1532816.1716461182,15845115.36359787,12806934.557625538,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,755.0,0,0,0.0,0.0,0.0,0.0,34817595.48187256,1532816.1716461182,13721283.753712973,14977347.315884044,0.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0,5,0,3775,0
192.168.70.22,142.250.67.35,35544,443,17,2023-05-06 19:56:49,205279.11186218262,295802.1371447022,336.1277208093352,233.82797969345054,102.29974111588461,48,21,55489,5233,1292.0,73.0,1156.0208333333333,372.07713635657,1292.0,65.0,249.1904761904762,379.10390823972045,1292,65,880.0289855072464,560.4945531290884,314154.1440873766,384,168,8,48,3018.810168726304,84362.27725219727,0.67244873046875,11612.981195180842,205279.11186218262,99057.19757080078,12.874603271484375,4367.640677918779,16067.091640723023,163543.701171875,84362.26844787598,0.7152557373046875,8177.18505859375,19538.805339139966,0,0,0,0,1,0,0,0,0,0,0,0.4375,880.0289855072464,0,0,83931.68449401855,3258.4667205810547,28561.30599975586,30270.135478111188,79264.16397094727,5096.912384033203,27735.312779744465,25641.62748875881,17348.333333333332,14.333333333333334,1401.3333333333333,6.333333333333333,4098236.2091429643,43722.40892060572,1156.0208333333333,249.1904761904762,0,48,21,55489,5233
192.168.69.215,224.0.0.252,64615,5355,17,2023-05-06 19:56:49,0.0,0,0,0,0,1,0,71,0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71,71,71.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,71.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0,1,0,71,0
192.168.70.122,224.0.0.251,5353,5353,17,2023-05-06 19:56:50,97382133.7223053,15.341623179671616,0.11295706491056746,0.11295706491056746,0.0,11,0,1494,0,257.0,106.0,135.8181818181818,40.53016425917903,0.0,0.0,0.0,0.0,257,106,135.8181818181818,40.53016425917903,1642.6942148760331,88,0,8,11,9738213.382099915,21504676.12550049,1331313.6137542725,6387402.22101359,97382133.7223053,21504676.10359192,1331313.6100769043,9738213.37223053,6387402.220794175,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,135.8181818181818,0,0,16486540.794372559,11468584.775924683,13977562.78514862,2508978.009223938,19967889.070510864,2456879.3773651123,8243300.278981526,6281541.0143461935,0.0,0.0,0.0,0.0,0.0,0.0,135.8181818181818,0.0,0,11,0,1494,0
192.168.70.22,8.8.8.8,46797,53,17,2023-05-06 19:56:50,147159.81483459473,2453.115345420611,27.181333467264388,13.590666733632194,13.590666733632194,2,2,140,221,70.0,70.0,70.0,0.0,135.0,86.0,110.5,24.5,135,70,90.25,26.649343331496933,710.1875,16,16,8,2,49053.30069986979,132073.18945617677,58.38717346191406,59021.18947170588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.25,0,0,0.0,0.0,0.0,0.0,117044.92568969727,14969.825744628906,66007.37571716309,51037.54997253418,0.0,0.0,0.0,0.0,0.0,0.0,70.0,110.5,0,2,2,140,221
